1,-1178.8620000000003
2,-714.0749999999999
3,-334.113
4,-1735.06
5,-736.0240000000003
6,-244.657
7,-632.1199999999999
8,-1093.574
9,-195.9509999999999
10,-1751.4419999999996
11,-1116.797
12,-1217.4240000000002
13,-1210.137
14,-261.71500000000003
15,-813.3879999999999
16,-2333.453
17,-2161.131
18,-1619.099
19,-625.1789999999999
20,-136.73199999999997
21,-852.5500000000002
22,-685.906
23,-211.372
24,-235.06600000000003
25,-814.6740000000002
26,-192.498
27,-687.3389999999998
28,-722.884
29,-1163.5990000000002
30,-728.9849999999999
31,-261.75300000000004
32,-177.62800000000001
33,-162.07
34,-879.669
35,-259.9220000000001
36,-242.18599999999998
37,-1145.182
38,-404.6579999999999
39,-2164.6539999999995
40,-2203.6769999999997
41,-1122.741
42,-1710.9550000000006
43,-1181.3020000000001
44,-1252.3470000000002
45,-1062.288
46,-1812.5969999999995
47,-690.8170000000001
48,-236.88400000000004
49,-1960.852
50,-725.7099999999999
51,-353.1230000000001
52,-1173.225
53,-683.353
54,-1109.0299999999997
55,-257.81199999999995
56,-238.56400000000005
57,-2103.4649999999997
58,-166.743
59,-623.46
60,-1150.2910000000004
61,-425.082
62,-124.352
63,-660.244
64,-675.031
65,-1226.3339999999998
66,-1134.877
67,-325.37400000000014
68,-1149.254
69,-642.076
70,-1112.112
71,-204.69699999999997
72,-807.7789999999995
73,-913.3419999999999
74,-350.5560000000001
75,-693.5639999999997
76,-518.7389999999999
77,-101.291
78,-245.38600000000002
79,-174.781
80,-189.145
81,-220.058
82,-880.351
83,-1171.6620000000003
84,-242.20800000000003
85,-809.4279999999998
86,-1290.8259999999996
87,-1843.1160000000002
88,-642.318
89,-722.5030000000002
90,-160.05300000000003
91,-323.65700000000004
92,-647.427
93,-440.34400000000016
94,-325.16400000000004
95,-209.71099999999998
96,-1773.6730000000005
97,-1927.6070000000009
98,-159.20600000000005
99,-1209.6289999999997
100,-691.704
101,-1075.257
102,-784.3460000000002
103,-1198.7070000000008
104,-1219.1470000000002
105,-428.58099999999996
106,-895.6310000000007
107,-2207.306
108,-692.158
109,-1210.1729999999998
110,-209.56600000000003
111,-140.14999999999998
112,-714.1079999999997
113,-300.554
114,-1323.3799999999994
115,-712.0029999999999
116,-1204.918
117,-604.2
118,-1395.8540000000012
119,-256.94500000000005
120,-1281.2069999999999
121,-184.245
122,-1683.1569999999997
123,-842.4010000000002
124,-1293.551
125,-304.7909999999999
126,-1095.6950000000002
